loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],debug[0],debug[1],debug[2],debug[3],debug[4],debug[5],debug[6],debug[7],motor[0],motor[1],motor[2],motor[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
10,17990197,-1,3,-1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1652,360,633,0,1,0,-1,4,-5,25,10,2064,148,202,261,0,0,0,-4,7,176,161,393,208,3,0,0,1,1,,,,,,
11,17991196,-2,3,-2,0,0,0,-1,0,0,0,0,3,7,-1,1000,-1,3,0,0,1652,360,633,1,0,0,1,4,-9,30,11,2065,148,201,261,0,0,0,9,8,191,162,424,204,3,0,0,1,1,,,,,,
12,17992194,-2,2,-2,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1652,360,633,0,-1,0,-1,-8,-6,32,10,2063,148,200,261,0,0,0,-10,2,178,161,448,206,3,0,0,1,1,,,,,,
13,17993193,-2,3,-2,0,0,0,1,1,0,0,0,3,7,-1,1000,-1,3,0,0,1651,339,633,0,0,0,0,-4,4,28,11,2065,148,200,261,0,0,0,0,9,181,166,436,245,3,0,0,1,1,,,,,,
14,17994192,-2,3,-2,0,0,0,0,0,0,0,0,3,6,-1,1000,-1,3,0,0,1651,339,633,-1,0,0,1,7,4,22,10,2064,148,200,261,0,0,0,-4,5,176,163,482,226,3,0,0,1,1,,,,,,
15,17995192,-2,3,-2,0,0,0,0,0,0,0,0,3,6,-1,1000,-1,3,0,0,1651,339,633,0,0,0,1,-3,11,34,11,2064,149,200,261,0,0,0,-8,5,172,164,499,231,3,0,0,1,1,,,,,,
16,17996195,-3,3,-3,0,0,0,-1,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1650,330,634,0,0,2,1,3,11,25,6,2067,148,203,262,0,0,0,-6,9,183,162,490,191,3,0,0,1,1,,,,,,
17,17998193,-2,3,-4,0,0,0,-1,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1650,329,634,0,-1,1,1,0,13,35,8,2065,148,200,261,0,0,0,-10,4,181,163,534,210,3,0,0,1,1,,,,,,
18,18000192,-2,3,-4,0,0,0,0,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1650,329,634,0,0,2,0,-3,9,45,8,2071,148,200,261,0,0,0,-16,1,180,162,552,199,3,0,0,1,1,,,,,,
19,18002190,-2,4,-4,0,0,0,0,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1650,329,634,0,1,0,-1,3,6,41,11,2077,148,200,261,0,0,0,-5,2,186,162,583,206,3,0,0,1,1,,,,,,
20,18004187,-2,4,-4,0,0,0,0,0,0,0,0,3,6,-1,1000,-1,3,0,0,1650,329,634,-1,0,0,0,-9,9,47,9,2074,148,200,261,0,0,0,-3,0,185,162,607,202,3,0,0,1,1,,,,,,
21,18006185,-2,4,-4,0,0,0,0,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1649,327,634,0,0,0,1,-3,2,53,10,2076,152,200,261,0,0,0,-4,-5,184,154,595,244,3,0,0,1,1,,,,,,
22,18008184,-3,5,-5,0,0,0,0,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1649,327,634,0,1,-1,1,-3,14,31,10,2083,150,201,261,0,0,0,3,7,186,158,641,222,3,0,0,1,1,,,,,,
23,18010183,-3,4,-6,0,0,0,0,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1649,327,634,1,-1,1,1,-5,7,39,10,2079,151,199,261,0,0,0,-3,2,187,156,658,234,3,0,0,1,1,,,,,,
24,18012181,-2,4,-6,0,0,0,0,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1649,327,634,0,0,0,0,1,0,34,11,2081,151,200,261,0,0,0,-6,0,186,157,689,228,3,0,0,1,1,,,,,,
25,18014180,-2,4,-6,0,0,0,0,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1649,327,634,0,0,-1,-1,1,-6,35,10,2080,153,199,261,0,0,0,3,-5,194,156,713,230,3,0,0,1,1,,,,,,
26,18016180,-2,4,-6,0,0,0,0,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1648,303,634,0,-1,0,0,0,-8,32,18,2080,152,199,261,0,0,0,-1,-3,190,151,703,269,3,0,0,1,1,,,,,,
27,18018181,-2,3,-6,0,0,0,-1,-3,0,0,0,3,6,-1,1000,-1,3,0,0,1648,303,634,0,0,0,2,-2,-5,32,14,2080,153,199,261,0,0,0,-5,-4,182,152,748,248,3,0,0,1,1,,,,,,
28,18020182,-2,3,-7,0,0,0,-2,-3,0,0,0,3,6,-1,1000,-1,3,0,0,1648,303,634,0,0,0,1,2,-1,37,16,2080,154,200,261,0,0,0,-1,1,188,151,765,259,3,0,0,1,1,,,,,,
29,18022182,-2,3,-8,0,0,0,-3,-3,0,0,0,3,6,-1,1000,-1,3,0,0,1648,303,634,1,0,0,1,5,-7,37,15,2080,153,199,261,0,0,0,-2,3,187,151,796,254,3,0,0,1,1,,,,,,
30,18024181,-2,4,-8,0,0,0,-2,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1650,302,634,0,0,0,0,3,-7,31,11,2080,153,200,260,0,0,0,-1,6,185,161,780,296,3,0,0,1,1,,,,,,
31,18026179,-2,4,-8,0,0,0,-3,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1649,282,634,0,-1,1,0,3,-7,30,14,2079,153,200,261,0,0,0,-1,10,186,160,788,315,3,0,0,1,1,,,,,,
32,18028177,-2,4,-7,0,0,0,-3,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1649,282,634,0,0,0,1,-2,-4,21,12,2079,153,200,260,0,0,0,-4,10,177,160,747,433,3,0,0,1,1,,,,,,
33,18031169,-2,4,-7,0,0,0,-2,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1649,282,634,0,-1,0,0,-1,-4,19,13,2079,153,200,260,0,0,0,-5,7,180,160,807,375,3,0,0,1,1,,,,,,
34,18034160,-2,4,-7,0,0,0,-2,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1649,282,634,0,1,0,0,1,-4,13,11,2079,153,200,260,0,0,0,-9,8,174,160,817,404,3,0,0,1,1,,,,,,
35,18037152,-2,4,-8,0,0,0,-1,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1649,282,634,1,-1,0,0,2,1,11,12,2079,153,200,260,0,0,0,-8,6,180,160,852,388,3,0,0,1,1,,,,,,
36,18040145,-2,5,-8,0,0,0,-1,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1648,310,634,0,0,1,-1,1,2,11,11,2079,153,200,260,0,0,0,-8,14,180,164,834,436,3,0,0,1,1,,,,,,
37,18043136,-2,5,-8,0,0,0,-1,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1648,310,634,0,0,1,-1,4,2,9,10,2079,153,200,260,0,0,0,-8,8,179,162,883,414,3,0,0,1,1,,,,,,
38,18046126,-2,5,-8,0,0,0,-1,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1648,310,634,-1,0,0,0,0,4,15,10,2079,153,200,260,0,0,0,-10,8,177,163,898,426,3,0,0,1,1,,,,,,
39,18049115,-3,5,-8,0,0,0,-2,0,0,0,0,3,6,-1,1000,-1,3,0,0,1648,310,634,0,0,0,0,2,5,16,10,2078,153,200,260,0,0,0,-1,12,180,162,930,421,3,0,0,1,1,,,,,,
40,18052103,-3,5,-8,0,0,0,-2,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1648,310,634,0,0,0,0,-1,3,19,10,2077,152,200,260,0,0,0,-13,7,176,162,954,423,3,0,0,1,1,,,,,,
41,18055092,-3,5,-8,0,0,0,-2,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1647,304,634,0,0,0,0,1,3,17,17,2077,152,200,261,0,0,0,-7,10,180,165,942,462,3,0,0,1,1,,,,,,
42,18058080,-3,5,-8,0,0,0,-2,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1649,303,634,0,0,0,0,-1,3,18,11,2077,156,202,259,0,0,0,-10,12,182,165,948,482,3,0,0,1,1,,,,,,
43,18061068,-3,5,-7,0,0,0,-1,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1649,303,634,0,0,0,0,-3,-3,18,13,2087,158,201,260,0,0,0,-14,6,179,165,985,473,3,0,0,1,1,,,,,,
44,18064055,-3,5,-7,0,0,0,-1,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1649,303,634,0,0,0,-1,3,0,20,12,2082,157,201,259,0,0,0,-9,10,179,165,1006,478,3,0,0,1,1,,,,,,
45,18067041,-3,4,-7,0,0,0,-2,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1649,303,634,0,-1,0,0,-1,1,13,13,2090,157,200,259,0,0,0,-14,7,177,165,1035,476,3,0,0,1,1,,,,,,
46,18070026,-3,5,-7,0,0,0,-2,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1648,302,634,0,0,1,0,1,3,13,20,2086,170,200,260,0,0,0,-11,8,179,166,1020,517,3,0,0,1,1,,,,,,
47,18073012,-3,5,-7,0,0,0,-3,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1648,302,634,0,0,0,0,-1,4,12,16,2088,163,200,259,0,0,0,-7,11,180,165,1067,495,3,0,0,1,1,,,,,,
48,18075999,-3,6,-7,0,0,0,-2,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1648,302,634,0,-1,0,0,-4,3,16,18,2093,166,200,259,0,0,0,-11,7,180,165,1006,698,3,0,0,1,1,,,,,,
49,18079981,-3,6,-7,0,0,0,-2,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1648,302,634,0,1,0,1,-3,0,18,17,2096,164,202,259,0,0,0,-10,8,179,165,1076,595,3,0,0,1,1,,,,,,
50,18083963,-3,6,-7,0,0,0,-2,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1648,302,634,0,0,0,0,-5,5,16,17,2094,165,201,259,0,0,0,-6,9,180,165,1081,648,3,0,0,1,1,,,,,,
51,18087943,-3,6,-7,0,0,0,-2,0,0,0,0,3,6,-1,1000,-1,3,0,0,1648,302,634,0,0,0,0,-1,2,24,17,2097,164,201,259,0,0,0,-8,5,182,165,1118,622,3,0,0,1,1,,,,,,
52,18091922,-4,6,-7,0,0,0,-3,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1648,302,634,0,1,0,0,0,6,18,16,2097,164,201,259,0,0,0,-6,12,180,165,1139,635,3,0,0,1,1,,,,,,
53,18095902,-4,6,-8,0,0,0,-3,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1648,302,634,0,0,0,1,0,4,16,16,2097,164,201,259,0,0,0,-9,8,181,165,1168,628,3,0,0,1,1,,,,,,
54,18099881,-4,6,-8,0,0,0,-3,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1647,303,634,0,0,0,0,0,8,16,17,2097,161,203,259,0,0,0,-7,4,178,160,1153,671,3,0,0,1,1,,,,,,
55,18103859,-4,6,-8,0,0,0,-3,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1647,303,634,0,0,0,-1,2,5,10,16,2044,165,202,259,0,0,0,-10,4,178,162,1200,649,3,0,0,1,1,,,,,,
56,18107838,-4,6,-8,0,0,0,-2,0,0,0,0,3,6,-1,1000,-1,3,0,0,1647,303,634,-1,0,0,0,-1,5,16,16,2070,163,202,259,0,0,0,-5,2,181,162,1216,660,3,0,0,1,1,,,,,,
57,18111816,-4,7,-8,0,0,0,-3,0,0,0,0,3,6,-1,1000,-1,3,0,0,1647,303,634,1,0,0,0,-2,7,17,16,2042,165,202,259,0,0,0,1,9,180,162,1248,654,3,0,0,1,1,,,,,,
58,18115795,-4,6,-8,0,0,0,-3,0,0,0,0,3,6,-1,1000,-1,3,0,0,1649,302,634,0,0,1,0,-1,2,18,17,2056,147,203,259,0,0,0,-2,5,182,162,1232,697,3,0,0,1,1,,,,,,
59,18119774,-3,6,-8,0,0,0,-3,0,0,0,0,3,6,-1,1000,-1,3,0,0,1648,301,634,0,0,-1,0,0,-2,15,19,2049,156,202,259,0,0,0,0,7,182,165,1240,715,3,0,0,1,1,,,,,,
60,18123752,-2,6,-9,0,0,0,-2,1,0,0,0,3,6,-1,1000,-1,3,0,0,1648,301,634,1,0,0,1,-1,-2,12,18,2052,152,202,259,0,0,0,1,6,186,163,1276,707,3,0,0,1,1,,,,,,
61,18127729,-2,6,-9,0,0,0,-2,0,0,0,0,3,6,-1,1000,-1,3,0,0,1648,301,634,-1,0,0,-1,2,-6,13,19,2050,155,202,259,0,0,0,-2,6,183,164,1298,712,3,0,0,1,1,,,,,,
62,18131705,-2,6,-9,0,0,0,-2,1,0,0,0,3,6,-1,1000,-1,3,0,0,1648,301,634,0,0,-1,0,3,-2,8,18,2051,153,202,259,0,0,0,2,4,186,163,1327,709,3,0,0,1,1,,,,,,
63,18135682,-2,6,-9,0,0,0,-2,0,0,0,0,3,6,-1,1000,-1,3,0,0,1648,301,634,0,0,0,0,10,-3,6,18,2050,155,202,259,0,0,0,-1,4,181,163,1352,709,3,0,0,1,1,,,,,,
64,18139660,-2,6,-9,0,0,0,-2,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1647,297,634,0,0,0,0,6,5,7,14,2050,206,202,259,0,0,0,0,0,183,157,1339,672,3,0,0,1,1,,,,,,
65,18144632,-2,6,-9,0,0,0,-2,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1647,297,634,0,0,0,1,10,1,5,16,2050,180,202,259,0,0,0,-4,1,180,160,1385,694,3,0,0,1,1,,,,,,
66,18149598,-2,6,-9,0,0,0,-2,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1647,297,634,0,0,0,0,11,5,11,15,2065,193,202,259,0,0,0,-1,0,184,158,1402,685,3,0,0,1,1,,,,,,
67,18154565,-2,7,-9,0,0,0,-2,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1647,297,634,0,0,0,0,12,4,14,15,2074,186,202,259,0,0,0,4,2,187,159,1433,688,3,0,0,1,1,,,,,,
68,18159533,-2,7,-9,0,0,0,-2,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1647,297,634,0,0,0,0,11,4,13,15,2069,189,202,259,0,0,0,4,2,187,158,1457,685,3,0,0,1,1,,,,,,
69,18164502,-2,7,-9,0,0,0,-2,-1,0,0,0,3,6,-1,1000,-1,3,0,0,1646,295,634,0,0,0,0,11,0,10,18,2071,192,202,259,0,0,0,4,5,189,159,1445,726,3,0,0,1,1,,,,,,
70,18169470,-2,7,-9,0,0,0,-2,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1646,295,634,0,0,0,0,10,1,10,16,2070,192,202,259,0,0,0,0,2,185,158,1491,706,3,0,0,1,1,,,,,,
71,18174437,-2,7,-9,0,0,0,-2,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1646,295,634,0,0,0,0,3,3,9,17,2070,192,202,259,0,0,0,-1,2,186,158,1508,716,3,0,0,1,1,,,,,,
72,18179405,-2,7,-9,0,0,0,-2,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1646,295,634,0,0,0,0,9,3,5,16,2070,193,202,259,0,0,0,3,2,187,158,1539,711,3,0,0,1,1,,,,,,
73,18184373,-2,7,-9,0,0,0,-2,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1646,295,634,0,0,0,-1,5,3,3,16,2074,192,202,259,0,0,0,0,0,186,158,1563,712,3,0,0,1,1,,,,,,
74,18189341,-2,7,-9,0,0,0,-2,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1643,299,633,0,0,0,0,7,3,-3,20,2066,192,202,259,0,0,0,1,1,186,158,1549,711,3,0,0,1,1,,,,,,
75,18194310,-2,7,-9,0,0,0,-3,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1643,299,633,0,0,0,0,1,7,-5,18,2071,192,202,259,0,0,0,5,5,187,158,1596,710,3,0,0,1,1,,,,,,
76,18199280,-1,7,-9,0,0,0,-3,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1643,299,633,0,0,0,0,3,6,-6,19,2068,192,202,259,0,0,0,2,4,185,158,1612,710,3,0,0,1,1,,,,,,
77,18204249,-1,7,-9,0,0,0,-3,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1642,303,633,0,0,0,0,3,9,-9,19,2069,192,202,259,0,0,0,3,1,184,159,1604,750,3,0,0,1,1,,,,,,
78,18209217,-1,6,-9,0,0,0,-2,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1642,303,633,0,0,0,-1,5,7,2,19,2068,192,202,259,0,0,0,-1,1,184,158,1648,730,3,0,0,1,1,,,,,,
79,18214186,-1,7,-9,0,0,0,-3,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1642,303,633,0,0,0,0,9,3,4,19,2068,192,202,259,0,0,0,4,3,184,158,1666,740,3,0,0,1,1,,,,,,
80,18219154,-1,7,-9,0,0,0,-3,-2,0,0,0,3,6,-1,1000,-1,3,0,0,1642,303,633,0,0,0,-1,11,6,4,20,2068,192,202,259,0,0,0,3,1,184,158,1697,735,3,0,0,1,1,,,,,,
640,18139300,-1,4,0,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1706,166,627,0,0,-1,0,0,0,22,2,2065,169,302,310,0,0,0,0,0,177,159,173,158,3,0,0,1,1,,,,,,
641,18140294,-1,4,1,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1707,0,627,0,0,-1,0,0,3,25,5,2065,169,302,310,0,0,0,0,0,177,158,173,198,3,0,0,1,1,,,,,,
642,18141287,-1,4,0,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1707,0,627,0,0,-1,0,-2,7,26,3,2066,169,302,310,0,0,0,2,2,178,158,213,179,3,0,0,1,1,,,,,,
643,18142279,-1,4,0,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1707,0,627,0,0,-1,1,-4,5,29,4,2065,169,302,310,0,0,0,3,4,179,158,233,188,3,0,0,1,1,,,,,,
644,18143272,-1,5,0,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1706,-2,627,0,0,-1,0,-3,5,25,6,2066,170,302,310,0,0,0,2,4,179,161,223,223,3,0,0,1,1,,,,,,
645,18144266,-1,5,1,0,0,0,0,1,0,0,0,3,7,-1,1000,-1,3,0,0,1706,-2,627,0,0,-1,0,-5,2,30,5,2065,169,302,310,0,0,0,2,1,181,159,268,204,3,0,0,1,1,,,,,,
646,18145261,-1,5,1,0,0,0,0,1,0,0,0,3,7,-1,1000,-1,3,0,0,1706,-2,627,0,0,-1,0,1,2,28,5,2065,169,302,310,0,0,0,2,1,182,160,285,212,3,0,0,1,1,,,,,,
647,18146256,-1,5,1,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1706,-2,627,0,0,-1,0,0,4,30,5,2065,169,302,310,0,0,0,1,3,177,159,316,209,3,0,0,1,1,,,,,,
648,18147251,-1,4,1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1706,-2,627,0,0,-1,0,7,5,28,-17,2006,141,302,310,0,0,0,2,5,177,159,340,210,3,0,0,1,1,,,,,,
649,18148245,-1,4,1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1706,-2,627,0,0,-1,0,3,6,27,-6,2035,155,302,310,0,0,0,1,4,177,159,368,210,3,0,0,1,1,,,,,,
650,18149238,-1,4,1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1706,-2,627,0,0,-1,-1,9,4,31,-17,2004,141,302,310,0,0,0,5,4,179,159,394,210,3,0,0,1,1,,,,,,
651,18150232,-1,3,1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1707,73,627,0,-1,-1,0,6,5,30,-14,2011,129,310,310,0,0,0,3,1,175,157,381,250,3,0,0,1,1,,,,,,
652,18151227,-1,2,1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1706,75,627,0,0,-2,0,7,1,32,-17,2007,135,306,310,0,0,0,4,0,176,157,387,270,3,0,0,1,1,,,,,,
653,18152222,-1,3,1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1706,75,627,0,1,-1,1,3,1,31,-17,2005,136,308,310,0,0,0,8,4,179,157,424,261,3,0,0,1,1,,,,,,
654,18153216,-1,3,0,0,0,0,-2,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1706,75,627,1,0,-1,0,-1,0,25,-20,2001,142,307,310,0,0,0,8,6,180,157,445,265,3,0,0,1,1,,,,,,
655,18154211,-1,3,0,0,0,0,-2,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1706,75,627,0,0,-1,-1,-1,0,28,-18,2003,139,307,310,0,0,0,5,3,180,157,474,262,3,0,0,1,1,,,,,,
656,18155206,-1,3,0,0,0,0,-3,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1706,75,627,0,0,-2,0,1,-4,30,-20,2001,143,307,310,0,0,0,8,3,180,157,422,647,3,0,0,1,1,,,,,,
657,18157195,-1,3,0,0,0,0,-3,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1705,74,627,0,-1,-1,0,0,1,32,-16,1998,141,313,310,0,0,0,6,2,179,155,448,494,3,0,0,1,1,,,,,,
658,18159183,-1,3,1,0,0,0,-2,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1705,74,627,0,0,-1,0,6,3,33,-18,1999,142,310,310,0,0,0,5,0,178,157,475,571,3,0,0,1,1,,,,,,
659,18161170,-1,2,1,0,0,0,-3,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1705,74,627,1,1,-1,0,5,3,34,-6,1998,142,311,310,0,0,0,3,2,174,155,501,532,3,0,0,1,1,,,,,,
660,18163158,-1,2,1,0,0,0,-4,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1705,74,627,0,0,0,1,3,4,33,2,1998,145,310,310,0,0,0,5,7,175,156,528,551,3,0,0,1,1,,,,,,
661,18165145,-1,2,0,0,0,0,-3,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1706,7,627,0,1,0,-1,4,0,30,-4,1998,143,310,310,0,0,0,4,2,173,157,514,581,3,0,0,1,1,,,,,,
662,18167131,-1,2,0,0,0,0,-3,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1705,8,627,0,-1,0,0,3,-3,24,2,2003,144,311,310,0,0,0,4,6,171,162,521,606,3,0,0,1,1,,,,,,
663,18169118,-1,2,1,0,0,0,-3,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1705,8,627,0,0,0,0,0,-5,29,4,2000,145,310,310,0,0,0,11,3,178,159,557,593,3,0,0,1,1,,,,,,
664,18171105,-1,2,1,0,0,0,-4,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1705,8,627,0,0,-1,0,-3,-1,24,3,2001,144,310,310,0,0,0,10,5,174,160,579,598,3,0,0,1,1,,,,,,
665,18173092,-1,2,1,0,0,0,-4,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1705,8,627,0,0,0,0,0,1,22,5,2000,145,310,310,0,0,0,7,5,172,159,608,596,3,0,0,1,1,,,,,,
666,18175079,-1,2,1,0,0,0,-5,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1705,8,627,0,0,0,0,1,2,23,4,2004,144,310,310,0,0,0,6,8,170,159,633,596,3,0,0,1,1,,,,,,
667,18177066,-1,2,0,0,0,0,-5,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1704,9,627,0,0,0,0,0,10,26,1,2002,144,310,310,0,0,0,6,3,172,157,620,636,3,0,0,1,1,,,,,,
668,18179052,-1,2,1,0,0,0,-5,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1704,9,627,0,0,1,-1,4,4,18,2,2006,144,310,310,0,0,0,2,3,169,158,666,616,3,0,0,1,1,,,,,,
669,18181039,-1,2,1,0,0,0,-5,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1704,9,627,-1,0,0,0,-1,7,20,1,2004,144,310,310,0,0,0,5,1,172,157,683,625,3,0,0,1,1,,,,,,
