loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],debug[0],debug[1],debug[2],debug[3],debug[4],debug[5],debug[6],debug[7],motor[0],motor[1],motor[2],motor[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
13,115452166,-1,3,1,0,0,0,-2,-1,0,0,0,3,7,-1,1000,0,1,0,0,1656,477,783,0,0,-2,0,-4,-14,-52,-11,2059,122,201,294,0,0,0,1,0,157,154,433,248,1,7,0,1,1,19,128625058,128625059,9184,1,3388
14,115453172,0,3,1,0,0,0,-1,0,0,0,0,3,7,-1,1000,0,1,0,0,1656,476,783,1,1,-1,1,10,-20,-41,-14,2057,122,201,294,0,0,0,1,0,173,165,477,230,1,7,0,1,1,19,128625058,128625059,9184,1,3388
15,115454178,0,3,1,0,0,0,-2,1,0,0,0,3,7,-1,1000,0,1,0,0,1656,476,783,0,-1,-1,0,2,-16,-30,4,2071,122,201,294,0,0,0,4,0,162,150,495,239,1,7,0,1,1,19,128625058,128625059,9184,1,3388
16,115455184,0,2,2,0,0,0,-2,0,0,0,0,3,7,-1,1000,0,1,0,0,1656,476,783,0,1,-1,-1,6,-6,-19,-5,2064,122,202,294,0,0,0,-3,0,159,156,449,298,1,7,0,1,1,19,128625058,128625059,9184,1,3388
17,115457184,-1,3,2,0,0,0,-2,1,0,0,0,3,7,-1,1000,0,1,0,0,1656,476,783,0,0,-1,0,9,-6,-20,0,2067,122,200,294,0,0,0,4,-1,161,153,512,268,1,7,0,1,1,19,128625058,128625059,9184,1,3388
18,115459184,0,3,2,0,0,0,-2,1,0,0,0,3,7,-1,1000,0,1,0,0,1655,487,783,0,1,-2,0,7,-9,-18,-5,2079,133,199,294,0,0,0,0,1,159,157,481,323,1,7,0,1,1,19,128625058,128625059,9184,1,3388
19,115461185,0,2,2,0,0,0,-2,1,0,0,0,3,7,-1,1000,0,1,0,0,1655,487,783,0,0,-1,0,6,-11,-24,-2,2073,127,199,294,0,0,0,-2,0,162,159,536,293,1,7,0,1,1,19,128625058,128625059,9184,1,3388
20,115463186,0,2,2,0,0,0,-2,1,0,0,0,3,7,-1,1000,0,1,0,0,1655,487,783,1,-1,-1,0,7,-19,-32,2,2080,130,198,294,0,0,0,-3,0,161,158,548,310,1,7,0,1,1,19,128625058,128625059,9184,1,3388
21,115465185,0,1,2,0,0,0,-3,1,0,0,0,3,7,-1,1000,0,1,0,0,1655,487,783,0,1,-1,0,4,-13,-27,5,2085,128,199,294,0,0,0,-1,0,158,154,582,302,1,7,0,1,1,19,128625058,128625059,9184,1,3388
22,115467185,0,2,3,0,0,0,-4,1,0,0,0,3,7,-1,1000,0,1,0,0,1655,487,783,0,-1,-1,-1,4,-10,-34,3,2082,129,197,294,0,0,0,0,1,158,156,605,306,1,7,0,1,1,19,128625058,128625059,9184,1,3388
23,115469182,0,3,3,0,0,0,-4,1,0,0,0,3,7,-1,1000,0,1,0,0,1654,501,783,0,0,-1,0,4,-12,-23,2,2086,131,198,295,0,0,0,0,1,158,155,593,344,1,7,0,1,1,19,128625058,128625059,9184,1,3388
24,115471179,0,3,3,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1654,501,783,0,1,-1,0,4,-14,-32,8,2089,130,197,294,0,0,0,3,2,159,155,639,325,1,7,0,1,1,19,128625058,128625059,9184,1,3388
25,115473179,0,3,3,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1654,501,783,0,-1,-1,0,3,-21,-35,5,2087,130,196,294,0,0,0,-3,0,160,157,656,328,1,7,0,1,1,19,128625058,128625059,9184,1,3388
26,115475182,0,2,2,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1654,501,783,1,0,-1,0,1,-18,-35,9,2091,130,196,294,0,0,0,-2,1,160,158,687,326,1,7,0,1,1,19,128625058,128625059,9184,1,3388
27,115477185,0,3,2,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1654,501,783,0,0,-1,0,2,-19,-36,6,2080,128,196,294,0,0,0,-1,0,158,154,711,327,1,7,0,1,1,19,128625058,128625059,9184,1,3388
28,115479188,0,3,2,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1653,499,783,0,0,-1,0,1,-15,-37,5,2085,129,196,294,0,0,0,-1,3,159,158,700,366,1,7,0,1,1,18,128625057,128625059,9184,5,3388
29,115481191,-1,3,2,0,0,0,-5,2,0,0,0,3,7,-1,1000,0,1,0,0,1653,499,783,0,1,-1,0,3,-19,-29,4,2079,128,196,294,0,0,0,0,1,157,156,745,346,1,7,0,1,1,18,128625057,128625059,9184,5,3388
30,115483194,-1,3,2,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1653,499,783,0,-1,-1,0,2,-22,-25,2,2077,128,196,294,0,0,0,-1,1,158,157,762,356,1,7,0,1,1,18,128625057,128625059,9184,5,3388
31,115485197,-1,3,2,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1653,499,783,0,1,-1,1,1,-18,-18,3,2078,128,196,294,0,0,0,0,1,162,159,793,351,1,7,0,1,1,18,128625057,128625059,9184,5,3388
32,115487201,-1,2,2,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1653,499,783,0,-1,-1,0,-3,-13,-17,2,2075,129,196,294,0,0,0,-2,1,161,161,740,481,1,7,0,1,1,18,128625057,128625059,9184,5,3388
33,115490199,-1,1,3,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1652,493,783,0,0,-1,0,-1,-17,-9,-5,2070,124,197,294,0,0,0,-1,1,161,157,764,456,1,7,0,1,1,18,128625057,128625059,9184,5,3388
34,115493196,-1,1,3,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1652,493,783,0,1,-1,0,1,-8,-25,-1,2072,126,196,294,0,0,0,3,4,161,158,792,468,1,7,0,1,1,18,128625057,128625059,9184,5,3388
35,115496193,0,1,3,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1652,493,783,0,0,-1,0,0,-8,-23,-5,2070,126,196,294,0,0,0,-1,-1,161,158,818,462,1,7,0,1,1,18,128625057,128625059,9184,5,3388
36,115499190,0,0,3,0,0,0,-2,2,0,0,0,3,7,-1,1000,0,1,0,0,1652,493,783,0,0,-1,0,1,-10,-24,-1,2095,126,196,294,0,0,0,0,1,165,161,845,465,1,7,0,1,1,18,128625057,128625059,9184,5,3388
37,115502187,0,1,2,0,0,0,-2,2,0,0,0,3,7,-1,1000,0,1,0,0,1652,493,783,1,0,-1,0,-4,-12,-20,-3,2082,126,196,294,0,0,0,0,0,165,160,871,463,1,7,0,1,1,18,128625057,128625059,9184,5,3388
38,115505184,-1,1,2,0,0,0,-2,2,0,0,0,3,7,-1,1000,0,1,0,0,1652,493,783,0,0,-1,0,-1,-11,-20,-1,2088,126,196,294,0,0,0,1,0,163,158,898,464,1,7,0,1,1,18,128625057,128625059,9184,5,3388
39,115508182,-2,1,2,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1652,493,783,0,0,-1,0,-5,-14,-19,0,2085,126,196,294,0,0,0,3,4,161,157,924,462,1,7,0,1,1,18,128625057,128625059,9184,5,3388
40,115511180,-1,1,2,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1652,493,783,0,-1,-1,0,-5,-15,-19,0,2086,126,196,294,0,0,0,2,0,163,157,951,463,1,7,0,1,1,18,128625057,128625059,9184,5,3388
41,115514179,-1,2,2,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1651,487,783,0,0,-1,0,-5,-13,-23,-2,2086,126,196,294,0,0,0,2,2,161,160,939,502,1,7,0,1,1,18,128625057,128625059,9184,5,3388
42,115517179,-1,2,2,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1651,487,783,1,0,-1,1,-6,-16,-24,0,2083,126,196,294,0,0,0,1,1,162,156,985,482,1,7,0,1,1,18,128625057,128625059,9184,5,3388
43,115520179,-1,2,2,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1651,487,783,0,0,-1,0,-1,-13,-23,-1,2084,126,196,294,0,0,0,4,3,162,158,1002,493,1,7,0,1,1,18,128625057,128625059,9184,5,3388
44,115523178,-1,2,3,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1651,487,783,0,0,-1,0,0,-12,-23,1,2090,126,196,294,0,0,0,3,3,160,157,1033,487,1,7,0,1,1,18,128625057,128625059,9184,5,3388
45,115526177,-1,2,3,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1651,487,783,0,1,-1,0,-4,-11,-20,1,2095,126,196,294,0,0,0,4,3,161,157,1057,490,1,7,0,1,1,18,128625057,128625059,9184,5,3388
46,115529176,-1,2,3,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,486,783,0,0,-1,0,-2,-9,-25,8,2092,126,196,294,0,0,0,3,2,159,159,1046,528,1,7,0,1,1,18,128625057,128625059,9184,5,3388
47,115532175,-1,2,3,0,0,0,-2,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,486,783,0,0,-1,1,-8,-16,-24,5,2095,126,196,294,0,0,0,3,2,164,161,1091,509,1,7,0,1,1,18,128625057,128625059,9184,5,3388
48,115535174,-1,2,3,0,0,0,-2,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,486,783,1,0,-1,1,-7,-8,-21,6,2095,126,196,294,0,0,0,2,2,160,158,1031,710,1,7,0,1,1,18,128625057,128625059,9184,5,3388
49,115539167,-1,2,3,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1651,478,783,0,0,-1,1,-7,-9,-19,5,2095,126,196,294,0,0,0,2,3,162,158,1059,649,1,7,0,1,1,18,128625057,128625059,9184,5,3388
50,115543161,-1,2,3,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1651,478,783,0,0,-1,1,-9,-7,-18,5,2096,126,196,294,0,0,0,3,2,161,158,1085,678,1,7,0,1,1,18,128625057,128625059,9184,5,3388
51,115547155,-1,2,3,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,475,783,0,0,-1,1,-8,-6,-16,11,2095,126,198,294,0,0,0,2,1,161,159,1074,703,1,7,0,1,1,18,128625057,128625059,9184,5,3388
52,115551149,-1,2,3,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,475,783,0,0,-1,1,-6,-4,-16,8,2095,126,197,294,0,0,0,1,1,159,157,1119,691,1,7,0,1,1,18,128625057,128625059,9184,5,3388
53,115555142,-1,2,3,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,475,783,0,0,-1,1,-7,-3,-12,9,2095,127,197,294,0,0,0,2,1,160,158,1136,697,1,7,0,1,1,18,128625057,128625059,9184,5,3388
54,115559135,-1,2,3,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,475,783,0,0,-1,1,-5,1,-12,8,2095,127,197,294,0,0,0,3,3,159,157,1167,694,1,7,0,1,1,18,128625057,128625059,9184,5,3388
55,115563128,-1,1,4,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,475,783,0,0,-1,1,-6,4,-7,8,2095,127,197,294,0,0,0,0,1,157,157,1191,695,1,7,0,1,1,18,128625057,128625059,9184,5,3388
56,115567121,-1,1,4,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,475,783,0,0,-1,1,-6,4,-7,8,2095,128,197,294,0,0,0,0,2,158,158,1219,694,1,7,0,1,1,18,128625057,128625059,9184,5,3388
57,115571115,-1,1,4,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,475,783,0,0,-1,1,-6,3,-8,8,2095,129,197,294,0,0,0,2,1,160,158,1245,696,1,7,0,1,1,18,128625057,128625059,9184,5,3388
58,115575103,-1,1,4,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,475,783,0,0,-1,2,-7,2,-8,8,2095,128,197,294,0,0,0,1,1,162,160,1272,698,1,7,0,1,1,18,128625057,128625059,9184,5,3388
59,115579091,-1,1,4,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1651,500,783,0,1,-1,1,-7,1,-7,7,2094,128,198,294,0,0,0,1,0,161,158,1256,737,1,7,0,1,1,18,128625057,128625059,9184,5,3388
60,115583079,-1,1,4,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1651,500,783,0,0,-1,1,-9,1,-9,5,2092,130,197,294,0,0,0,0,0,160,159,1304,717,1,7,0,1,1,18,128625057,128625059,9184,5,3388
61,115587067,-1,1,4,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,504,783,0,0,-1,1,-8,1,-7,3,2093,129,197,294,0,0,0,0,3,160,157,1279,767,1,7,0,1,1,18,128625057,128625059,9184,5,3388
62,115591055,-1,1,5,0,0,0,-3,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,504,783,0,0,-1,1,-8,-1,-10,3,2091,130,197,294,0,0,0,0,1,160,158,1331,743,1,7,0,1,1,18,128625057,128625059,9184,5,3388
63,115595042,-1,1,5,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,504,783,0,0,-1,1,-8,-1,-11,4,2087,130,197,294,0,0,0,1,3,159,157,1345,755,1,7,0,1,1,18,128625057,128625059,9184,5,3388
64,115599029,-1,1,5,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,504,783,0,0,-1,1,-7,-4,-10,3,2089,130,197,294,0,0,0,0,3,158,157,1301,1005,1,7,0,1,1,18,128625057,128625059,9184,5,3388
65,115604010,-1,0,5,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,504,783,0,0,-1,1,-10,-1,-10,3,2088,130,197,294,0,0,0,-2,2,158,159,1363,880,1,7,0,1,1,18,128625057,128625059,9184,5,3388
66,115608991,-2,0,5,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1649,499,783,0,0,-1,1,-8,-3,-7,5,2093,121,197,294,0,0,0,-1,4,159,157,1331,982,1,7,0,1,1,18,128625057,128625059,9184,5,3388
67,115613972,-2,-1,5,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1649,499,783,0,0,-1,1,-11,-5,-7,4,2090,125,197,294,0,0,0,-1,3,158,158,1387,931,1,7,0,1,1,18,128625057,128625059,9184,5,3388
68,115618955,-1,0,5,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1649,499,783,0,0,-1,2,-10,-6,-5,2,2083,123,197,294,0,0,0,-2,3,161,160,1399,953,1,7,0,1,1,18,128625057,128625059,9184,5,3388
69,115623939,-1,0,4,0,0,0,-4,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,474,783,0,0,-1,1,-11,-3,-6,5,2081,107,186,294,0,0,0,-1,4,159,164,1394,982,1,7,0,1,1,18,128625057,128625059,9184,5,3388
70,115628917,-1,0,4,0,0,0,-5,2,0,0,0,3,7,-1,1000,0,1,0,0,1650,474,783,0,0,-1,1,-11,-4,-1,3,2082,115,191,294,0,0,0,-2,3,157,159,1436,970,1,7,0,1,1,18,128625057,128625059,9184,5,3388
71,115633895,-1,0,4,0,0,0,-5,2,0,0,0,3,7,-1,1000,0,1,0,0,1649,477,783,0,0,-1,1,-11,-3,-1,6,2078,106,184,294,0,0,0,-1,3,158,160,1415,1016,1,7,0,1,1,18,128625057,128625059,9184,5,3388
72,115638872,-1,0,5,0,0,0,-5,2,0,0,0,3,7,-1,1000,0,1,0,0,1649,477,783,0,0,-1,1,-10,-2,-4,-2,2072,103,187,294,0,0,0,0,3,159,161,1465,993,1,7,0,1,1,18,128625057,128625059,9184,5,3388
73,115643849,-1,0,5,0,0,0,-6,2,0,0,0,3,7,-1,1000,0,1,0,0,1649,477,783,0,0,-1,1,-12,-1,-4,2,2075,104,185,294,0,0,0,1,4,156,158,1480,1004,1,7,0,1,1,18,128625057,128625059,9184,5,3388
74,115648826,-2,0,5,0,0,0,-6,2,0,0,0,3,7,-1,1000,0,1,0,0,1649,477,783,0,0,-1,1,-11,-3,-5,-3,2071,101,186,294,0,0,0,0,4,157,159,1512,998,1,7,0,1,1,18,128625057,128625059,9184,5,3388
75,115653803,-2,-1,5,0,0,0,-5,2,0,0,0,3,7,-1,1000,0,1,0,0,1649,477,783,0,-1,-1,1,-13,-5,-7,-4,2072,99,185,294,0,0,0,-1,4,160,164,1536,1001,1,7,0,1,1,18,128625057,128625059,9184,5,3388
76,115658781,-2,-1,5,0,0,0,-6,2,0,0,0,3,7,-1,1000,0,1,0,0,1648,476,783,0,0,-1,1,-12,-5,-5,-6,2071,100,185,294,0,0,0,0,5,158,160,1524,963,1,7,0,1,1,18,128625057,128625059,9184,5,3388
77,115663758,-2,-1,5,0,0,0,-6,2,0,0,0,3,7,-1,1000,0,1,0,0,1648,476,783,0,1,-1,1,-14,-4,-8,-8,2069,97,185,294,0,0,0,2,4,159,161,1570,982,1,7,0,1,1,18,128625057,128625059,9184,5,3388
78,115668735,-2,0,5,0,0,0,-7,2,0,0,0,3,7,-1,1000,0,1,0,0,1648,476,783,0,0,-1,1,-13,-7,-8,-7,2070,98,185,294,0,0,0,6,7,158,158,1587,972,1,7,0,1,1,18,128625057,128625059,9184,5,3388
79,115673712,-2,0,5,0,0,0,-6,2,0,0,0,3,7,-1,1000,0,1,0,0,1648,476,783,0,0,-1,2,-17,-8,-6,-7,2068,99,185,294,0,0,0,2,4,160,159,1618,977,1,7,0,1,1,18,128625057,128625059,9184,5,3388
80,115678689,-1,0,4,0,0,0,-6,2,0,0,0,3,7,-1,1000,0,1,0,0,1648,476,783,1,0,-1,1,-18,-8,-6,-7,2074,101,185,294,0,0,0,2,5,161,159,1642,974,1,7,0,1,1,18,128625057,128625059,9184,5,3388
640,115598188,1,2,-1,0,0,0,0,0,0,0,0,3,7,-1,1000,0,1,0,0,1665,108,784,0,0,0,0,0,0,-50,-11,2048,149,211,281,0,0,0,0,0,162,158,169,158,1,7,0,1,1,18,128625057,128625059,9184,5,3388
641,115599182,1,2,-1,0,0,0,0,0,0,0,0,3,7,-1,1000,0,1,0,0,1665,108,784,0,0,0,0,-2,2,-47,-11,2052,154,211,281,0,0,0,0,0,161,158,209,161,1,7,0,1,1,18,128625057,128625059,9184,5,3388
642,115600170,0,2,0,0,0,0,0,0,0,0,0,3,7,-1,1000,0,1,0,0,1665,108,784,0,0,0,0,0,4,-45,-11,2050,151,211,281,0,0,0,3,1,161,158,229,162,1,7,0,1,1,18,128625057,128625059,9184,5,3388
643,115601158,0,2,0,0,0,0,1,-1,0,0,0,3,7,-1,1000,0,1,0,0,1665,108,784,0,0,0,0,-4,5,-49,-11,2053,155,211,281,0,0,0,1,-1,160,158,259,161,1,7,0,1,1,18,128625057,128625059,9184,5,3388
644,115602146,1,2,0,0,0,0,1,-1,0,0,0,3,7,-1,1000,0,1,0,0,1664,135,784,0,0,0,0,-2,5,-48,-15,2050,153,216,281,0,0,0,2,-1,160,159,248,201,1,7,0,1,1,18,128625057,128625059,9184,5,3388
645,115603134,1,2,0,0,0,0,1,-1,0,0,0,3,7,-1,1000,0,1,0,0,1664,135,784,0,0,0,0,-4,3,-48,-13,2051,154,213,281,0,0,0,1,-1,159,158,293,183,1,7,0,1,1,18,128625057,128625059,9184,5,3388
646,115604118,1,2,0,0,0,0,1,-1,0,0,0,3,7,-1,1000,0,1,0,0,1664,135,784,0,0,0,0,-6,3,-47,-14,2060,153,214,281,0,0,0,1,-1,162,159,310,194,1,7,0,1,1,18,128625057,128625059,9184,5,3388
647,115605102,1,1,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,0,1,0,0,1664,135,784,0,0,0,0,-3,1,-47,-14,2071,153,213,281,0,0,0,0,-1,157,157,341,188,1,7,0,1,1,18,128625057,128625059,9184,5,3388
648,115606086,1,1,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,0,1,0,0,1664,135,784,0,0,0,0,-6,0,-45,-14,2065,153,213,281,0,0,0,2,-1,160,157,365,191,1,7,0,1,1,18,128625057,128625059,9184,5,3388
649,115607070,1,1,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,0,1,0,0,1662,122,676,0,0,0,0,-4,0,-46,-18,2071,153,219,281,0,0,0,1,-1,160,157,354,188,1,7,0,1,1,18,128625057,128625059,9184,5,3388
650,115608055,1,1,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,0,1,0,0,1662,122,676,0,0,0,0,-6,-2,-44,-16,2068,153,216,281,0,0,0,1,0,160,157,399,188,1,7,0,1,1,18,128625057,128625059,9184,5,3388
651,115609040,0,1,-1,0,0,0,0,-1,0,0,0,3,7,-1,1000,0,1,0,0,1662,122,676,0,0,0,0,-3,-5,-48,-16,2069,154,217,281,0,0,0,2,0,161,157,416,188,1,7,0,1,1,18,128625057,128625059,9184,5,3388
652,115610026,0,1,-1,0,0,0,0,-1,0,0,0,3,7,-1,1000,0,1,0,0,1661,129,676,0,0,0,0,-4,-2,-44,-17,2069,159,216,281,0,0,0,1,1,161,158,407,228,1,7,0,1,1,18,128625057,128625059,9184,5,3388
653,115611013,0,1,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,0,1,0,0,1661,129,676,0,0,0,0,-3,0,-46,-16,2069,156,216,281,0,0,0,0,0,160,157,451,208,1,7,0,1,1,18,128625057,128625059,9184,5,3388
654,115612001,-1,1,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,0,1,0,0,1661,129,676,0,0,0,0,-2,0,-44,-15,2071,157,216,281,0,0,0,-1,-1,159,159,469,216,1,7,0,1,1,18,128625057,128625059,9184,5,3388
655,115612990,0,0,0,0,0,0,0,0,0,0,0,3,7,-1,1000,0,1,0,0,1661,129,676,0,0,0,0,-5,-2,-45,-13,2073,156,216,281,0,0,0,1,0,161,160,500,212,1,7,0,1,1,18,128625057,128625059,9184,5,3388
656,115613979,0,0,0,0,0,0,0,0,0,0,0,3,7,-1,1000,0,1,0,0,1661,129,676,0,0,0,0,-4,-3,-44,-14,2072,156,216,281,0,0,0,-1,0,163,162,524,215,1,7,0,1,1,18,128625057,128625059,9184,5,3388
768,115629997,1,1,0,0,0,0,1,0,0,0,0,3,7,-1,1000,0,1,0,0,1672,0,783,0,0,0,0,0,0,-56,-15,2046,154,280,299,0,0,0,0,0,162,158,172,166,1,7,0,1,1,18,128625057,128625059,9184,5,3388
769,115630991,1,2,0,0,0,0,1,0,0,0,0,3,7,-1,1000,0,1,0,0,1672,0,783,0,0,0,0,2,-2,-56,-15,2046,154,280,299,0,0,0,1,0,160,155,212,167,1,7,0,1,1,18,128625057,128625059,9184,5,3388
770,115631984,1,2,0,0,0,0,1,1,0,0,0,3,7,-1,1000,0,1,0,0,1672,0,783,0,0,0,0,0,-2,-57,-14,2039,154,280,299,0,0,0,2,1,160,153,232,166,1,7,0,1,1,18,128625057,128625059,9184,5,3388
